address,tel,name,locality,country,latitude,longitude,postcode,factual_id
132 W Houston St,(646) 588-5375,Miss Lily's,New York,us,40.72784,-74.001439,10012,0ca70540-cd40-012e-5616-003048cad9da
145 Bleecker St,(212) 353-1327,Peculier Pub,New York,us,40.728283,-73.999144,10012,3cee9437-8d13-409f-8c3d-b94ff8dfcdd7
552 Laguardia Pl,(212) 533-4698,Mille-Feuille,New York,us,40.729059,-73.998129,10012,092b942c-1b88-4133-ae7c-3cb6e9da235f
227 Sullivan St,(212) 337-0863,Sacred Chow,New York,us,40.729637,-73.999653,10012,01533413-9c6e-4312-ac08-d1723ab1902f
225 Sullivan St,(212) 253-5740,Vbar,New York,us,40.729643,-73.999627,10012,198e4a93-0db4-4b10-b92d-9d08ac1f5819
231 Sullivan St,(212) 777-2188,Soho Sushi,New York,us,40.729744,-73.999521,10012,42d180b5-116e-4bd1-b0f2-7152336e00e1
475 W Broadway,(212) 277-4300,Dos Caminos Soho,New York,us,40.726646,-73.999914,10012,0dda9a46-30f2-4a7d-a591-a2479f52f589
31 W 4th St,(212) 475-3607,Campus Eatery,New York,us,40.729201,-73.995728,10012,110d844f-4123-4abe-a8f6-118c218d0ada
231 Thompson St,(212) 505-2555,Go! Go! Curry,New York,us,40.729453,-73.998911,10012,62e2c607-8965-40b3-95ce-60debb6a6c22
107 MacDougal St,(516) 455-5948,Grisly Pear Comedy Club,New York,us,40.729836,-74.000782,10012,22a262c5-5e2d-48b0-b46c-9b69feeb59a8
330 Lafayette St,(212) 925-0070,Noho Star,New York,us,40.725835,-73.994827,10012,5d22e329-05f4-45af-bc1c-1063b05b436a
145 Bleecker St,(212) 598-5946,Choga,New York,us,40.728297,-73.999129,10012,9630b2bf-8c71-46e4-8e23-80baa6d7633e
192 Mercer St,(212) 473-7878,Gonzalez Y Gonzalez,New York,us,40.726151,-73.997103,10012,0294ddb1-383b-41b8-a810-13740fe50977
6 W 4th St,(212) 253-5535,Little Atlas,New York,us,40.728558,-73.994617,10012,0cacd7d0-cd40-012e-5616-003048cad9da
546 Laguardia Pl,(212) 979-7055,Marumi,New York,us,40.728981,-73.998237,10012,1ca6bb6f-9f56-4ca8-bf9f-384b5e1bd778
535 Laguardia Pl,(212) 477-8125,Bareburger,New York,us,40.728528,-73.998502,10012,888d3458-4e38-4b55-8e5b-4c9f1cb874ad
226 Thompson St,(212) 677-8050,Quantum Leap,New York,us,40.729253,-73.998835,10012,733ba1b5-ec8e-4cce-81fb-ecd88bdc7a5c
114 MacDougal St,(212) 228-0588,Saigon Shack,New York,us,40.729704,-74.000617,10012,7e347022-8769-41e3-8633-086bdceacda6
650 Broadway,(212) 674-5404,Wendy's,New York,us,40.72669,-73.995301,10012,2b8315b0-0355-012f-b33e-003048cacd48
99 MacDougal St,(212) 420-6497,The Kati Roll Company,New York,us,40.729611,-74.000856,10012,35338c8b-2457-4e12-ac22-91b8fb03bdd5
88 W 3rd St,(212) 777-8808,Masamoto Sushi,New York,us,40.729858,-73.999144,10012,3aaeeb9b-5f71-4c43-b458-632024476cc9
543 Laguardia Pl,(212) 777-6500,Favela Cubana,New York,us,40.728786,-73.998259,10012,0c7c0b70-cd40-012e-5616-003048cad9da
172 Bleecker St,(212) 505-0657,Cafe Espanol,New York,us,40.728818,-74.000685,10012,32aca7b8-3fba-4538-8913-57612b13c63e
130 W 3rd St,(212) 533-4790,Fat Black Pussycat,New York,us,40.730714,-74.000905,10012,2d1b7992-4978-4596-8a1d-1e62eb90faea
167 Bleecker St,(212) 260-7993,Village Lantern,New York,us,40.728807,-74.000174,10012,2c20e925-f918-4f9c-9ab8-e20f24bc4d10
76 W 3rd St,(212) 260-1088,The Half Pint,New York,us,40.729536,-73.99852,10012,e530eb85-f97a-41f9-927f-b6cfbc1a85dc
151 Bleecker St,(212) 260-9797,The Red Lion,New York,us,40.728451,-73.999451,10012,0646d7ee-8979-4fb2-85b6-1d40beddff7d
332 Lafayette St,(212) 925-4242,Temple Bar,New York,us,40.725759,-73.994851,10012,4743eb01-0999-458f-9acd-ae514bc1c573
85 MacDougal St,(212) 673-8184,Camaje,New York,us,40.728898,-74.001525,10012,015e33b2-1c6a-406e-a118-79133ac20e24
160 Prince St,(212) 612-3066,Birdbath Bakery,New York,us,40.725999,-74.00139,10012,211a0003-3eb9-452e-bca9-2112d16e2974
150 Prince St,(646) 998-3800,Chobani SoHo,New York,us,40.725769,-74.00102,10012,e3309464-2cd6-4d51-a89c-de5c96831e7b
96 W Houston St,(212) 420-7900,Fair Folks & a Goat,New York,us,40.727213,-74.000155,10012,7db3b5ef-d123-417a-afda-925cb51f0b01
124 MacDougal St,(212) 533-8226,Choza Taqueria,New York,us,40.729909,-74.000304,10012,b171a9f9-2739-4cad-b319-93f731de3853
240 Sullivan St,(646) 580-1240,Third Rail Coffee,New York,us,40.729903,-73.999586,10012,6c41e185-1085-49aa-8ae6-b36d12b88ba5
333 Lafayette St,(212) 431-0301,Bite,New York,us,40.725758,-73.994654,10012,74c124b3-ca0d-41b0-a3af-a558906fd6a4
68 Bleecker St,(212) 475-3500,Cafe Angelique,New York,us,40.726332,-73.995557,10012,6dcba33d-6605-4d15-bc6b-4cf0f6863ae8
169 Bleecker St,(212) 677-6700,Thunder Jackson's,New York,us,40.728865,-74.000262,10012,25f65f27-7f38-4afd-b910-9f2a52143aae
18 W Houston St,(212) 995-2000,Angelika Film Center,New York,us,40.725802,-73.997211,10012,2f1e56a6-04bb-434e-b700-2d7e46b251e2
118 MacDougal St,(212) 475-5544,Luxor Lounge,New York,us,40.729937,-74.00036,10012,3b3faa4f-59f1-49f5-991e-d976b30275c3
165 Bleecker St,(212) 982-8663,Fiore's Pizza,New York,us,40.728786,-74.000111,10012,fafe3e0e-7f36-40b7-b6c6-8610038b29c2
142 Bleecker St,(646) 863-3776,GMT Tavern,New York,us,40.728061,-73.99911,10012,db540d76-e4b9-4bc7-8fae-f3fba6c031d9
108 W Houston St,(212) 505-3400,Blue Haven,New York,us,40.727501,-74.000622,10012,0d04e432-b79e-4f8b-a900-3139bff1783c
170 Bleecker St,(212) 253-8226,Bamboleo,New York,us,40.728754,-74.000618,10012,02728a7b-0a7d-4409-b925-8d02cdc9939c
230 Thompson St,(212) 979-2468,Pluck U,New York,us,40.729398,-73.998734,10012,07f9ec06-b9de-433c-98b1-451541118c21
548 Laguardia Pl,(212) 475-7420,Tre Giovani,New York,us,40.728952,-73.998324,10012,10b05830-7eea-4444-aa49-e2db9ed37f11
87 MacDougal St,(212) 388-0013,Fukurou,New York,us,40.728978,-74.001442,10012,9d163dd8-3cc7-48e8-b866-08d47c29e0f8
163 Bleecker St,(212) 777-1395,Uncle Ted's,New York,us,40.728689,-74.000083,10012,6b4111f7-4388-463c-bd63-b8921dcf32e7
93 MacDougal St,(212) 260-5679,Pasta Bistro Grill,New York,us,40.72937,-74.001092,10012,6d1a87a0-1b20-4860-b74a-130df73351f1
208 Thompson St,(212) 473-7794,Porto-Bello Restaurant,New York,us,40.728726,-73.999228,10012,2232c39d-a3ac-40ea-90a8-9f863766b97f
104 MacDougal St,(646) 398-7849,Turkiss,New York,us,40.729406,-74.000901,10012,07f76b8b-2b98-4c84-9c50-90a85bfe40fa
228 Thompson St,(212) 254-1435,Dove,New York,us,40.729253,-73.998731,10012,1e4710ba-6cca-4786-943d-d1449abdcfe6
235 Sullivan St,(212) 505-8899,Happy Taco Burrito,New York,us,40.729758,-73.999477,10012,33661e12-8647-4fc6-a486-9faabf9ba95e
241 Sullivan St,(212) 982-6275,Shade,New York,us,40.72999,-73.999407,10012,e8a3e169-000d-434b-8f8f-d1db786c20b2
185 Bleecker St,(212) 673-8901,Ciao,New York,us,40.729185,-74.001003,10012,06db6bd4-e187-4a25-9ac8-dde05da1368c
683 Broadway,(212) 420-9772,Le Basket,New York,us,40.727897,-73.9948,10012,01f2828c-88c5-4845-b30f-09170d286f52
2 Bond St,(212) 254-4614,Bond Street Theatre Coalition,New York,us,40.726752,-73.994438,10012,a9be482c-c9aa-46e2-a350-9ba99ffdc4e9
235 Sullivan St,(212) 505-8899,Freshco Burrito Taco,New York,us,40.729771,-73.999468,10012,12ed64e7-0527-4d57-b4ab-5ca071ebdd2c
129 MacDougal St,(212) 529-5945,Bar Next Door,New York,us,40.730657,-74.000079,10012,0279517c-4b75-4a62-adc5-55aa62bc0127
115 MacDougal St,(212) 254-3706,Cafe Wha,New York,us,40.730126,-74.000582,10012,54f594c1-f4a9-462e-b981-7adb50a0e80f
105 MacDougal St,(212) 473-5239,Panchito's Mexican Restaurant,New York,us,40.7298,-74.000845,10012,0a29dc20-be7c-4dfb-86ec-2c531e26c062
205 Thompson St,(212) 420-0600,Toloache,New York,us,40.728555,-73.999564,10012,68b7152e-2b99-42b5-8d0b-08a04eef0ac6
31 Waverly Pl,(212) 677-4517,Kung Fu Tea,New York,us,40.730542,-73.995239,10003,663a2676-ec72-410e-9ad1-6c5393cfc312
206 Thompson St,(212) 228-7713,The Malt House,New York,us,40.728632,-73.999399,10012,186bdc75-2a65-4857-8cbe-7f5b412a6621
111 MacDougal St,(646) 278-6100,Artichoke Basille's Pizza,New York,us,40.729903,-74.000651,10012,d6b0b8d0-016f-4ae3-ac29-0ad6706bbdd8
239 Greene St,(212) 998-4153,Argo Tea Cafe,New York,us,40.729643,-73.995535,10003,9cb78e95-2ee2-4e70-a531-5344dd33fe27
106 W Houston St,(212) 677-3820,Arturo's,New York,us,40.727322,-74.000464,10012,4712a6d5-858a-4dbb-b895-faaae174b737
124 MacDougal St,(212) 777-8111,Meskerem Ethiopian Cuisine,New York,us,40.729988,-74.00034,10012,106973dd-ac8d-4f27-860c-b5ffb354b7f6
176 Bleecker St,(646) 719-1713,100 Montaditos,New York,us,40.728791,-74.000885,10012,f799d8bf-70c2-448e-8f49-fb1cfef802b1
181 Thompson St,(212) 254-3000,Carbone,New York,us,40.727994,-74.000101,10012,309aac06-8fba-4ed6-a78b-912c067f809b
210 Thompson St,(212) 533-7290,Boyd Thai,New York,us,40.728826,-73.9993,10012,06a7242e-5d80-452b-b561-1ced68a686a4
121 W 3rd St,(212) 228-1688,Miyabi Sushi Japanese Restaurant,New York,us,40.730626,-74.00035,10012,0ca5cf30-cd40-012e-5616-003048cad9da
70 W 3rd St,(212) 477-2804,Negril Village,New York,us,40.729438,-73.998363,10012,25dd5dd4-6796-48cc-85ea-6de17ca50841
112 MacDougal St,(212) 614-9100,Thelewala,New York,us,40.729595,-74.000754,10012,22f400ff-5d9b-4dea-96e2-057469cde056
124 MacDougal St,(212) 254-0575,124 Old Rabbit Club,New York,us,40.729983,-74.000368,10012,0cea478a-9572-4504-af19-ee361a98625f
128 W Houston St,(646) 398-8700,Rogue & Canon,New York,us,40.727833,-74.001245,10012,ec2351cf-9c0f-4c37-8c56-ac2eb748cf59
82 W 3rd St,(212) 477-9462,Zinc Bar,New York,us,40.729757,-73.998921,10012,9232e76f-2382-4edd-bec7-4c14b3ddd437
149 Bleecker St,(212) 777-7776,Terra Blues,New York,us,40.728405,-73.999312,10012,a6071f68-e9cf-46d2-955f-d6d6683255f9
171 Sullivan St,(212) 477-3777,Rockin' Raw,New York,us,40.728029,-74.001094,10012,00c9bbbb-e49a-4523-b1c1-a4b6d7bea4b8
130 W 3rd St,(212) 777-7745,Village Underground,New York,us,40.730598,-74.000911,10012,01e7bf08-274b-435d-972b-e9a481f003ac
112 MacDougal St,(212) 253-6705,Creperie,New York,us,40.729608,-74.000625,10012,4e7b819f-5ab7-4f7c-8732-f48bc101b9e5
194 Bleecker St,(212) 995-5100,Masala Times,New York,us,40.729329,-74.001549,10012,15f620f1-9741-463d-896d-e1a85995655c
74 Bleecker St,(212) 777-1033,Two Boots To Go-Go,New York,us,40.726474,-73.995782,10012,21c6bb4b-34ef-46f3-97cf-7eab4d256f43
190 Sullivan St,(212) 505-8475,Salon De Tapas,New York,us,40.728552,-74.000735,10012,16d647a7-4bc6-4235-a34f-83a093f7ded4
643 Broadway,(212) 253-0477,Sweetwater Social,New York,us,40.726649,-73.995996,10012,95b48139-bc86-40d8-a0e8-180d3ca92439
89 MacDougal St,(212) 460-0900,McCoy,New York,us,40.729093,-74.001296,10012,bffb45ba-64f1-4ce3-9820-dbb8c28ee0fb
68 W 3rd St,(212) 777-7285,Kopi Kopi NYC,New York,us,40.72937,-73.998299,10012,283d81cc-a410-4838-8f70-350a4e61bab4
65 Bleecker St,(646) 797-4922,Le Pain Quotidien,New York,us,40.726279,-73.995138,10012,7a327e40-1e18-012f-0643-0030487f54d8
172 Thompson St,(212) 777-9346,Tomoe Sushi,New York,us,40.727733,-74.00022,10012,330a5dbf-e383-49ac-8505-4432fe7804d6
120 W 3rd St,(646) 360-3570,OatMeals,New York,us,40.730507,-74.000448,10012,4fffa4f6-b8ee-423b-a322-e53a7f1330c2
625 Broadway,(646) 998-9464,Chipotle Mexican Grill,New York,us,40.72584,-73.996492,10012,d16df4fa-194f-4ffb-a9f0-a86a1b887330
21 Waverly Pl,(212) 260-2604,White Oak Tavern,New York,us,40.73039,-73.994621,10003,678364a9-23c9-4b2a-9f89-ed2432beca4b
183 Bleecker St,(212) 505-3200,1849 Restaurant,New York,us,40.729153,-74.000824,10012,340a1cb4-671c-4f33-9711-891f982ff5b8
86 W 3rd St,(212) 673-3783,Il Mulino,New York,us,40.729822,-73.999079,10012,cde1183b-e10a-4def-82f9-35eeadbc7a5c
95 MacDougal St,(212) 255-5090,Slice & Co.,New York,us,40.729502,-74.001052,10012,9990e7d5-5f99-491e-b659-f85b45367c97
657 Broadway,(212) 477-4111,Yogorino,New York,us,40.72704,-73.996031,10012,14ee586f-5a77-4598-9963-2202a4ba8bb7
494 Laguardia Pl,(212) 777-8226,Molcajete Taqueria,New York,us,40.72726,-73.999667,10012,85959bca-9d83-425d-8f61-cd1eba9f1a9a
123 MacDougal St,(212) 677-0976,Ben's Pizzeria,New York,us,40.73039,-74.000186,10012,71f89390-bef8-012e-5614-003048cad9da
87 MacDougal St,(212) 253-8049,Focacceria,New York,us,40.728987,-74.001402,10012,070b51d0-e4e3-012e-c29f-002590044574
136 W 3rd St,(212) 674-2626,McDonald's,New York,us,40.730801,-74.001043,10012,73d60e6e-6e59-40eb-9aa0-530dc1bc40ab
157 Bleecker St,(212) 260-1700,Carroll Place,New York,us,40.728616,-73.999802,10012,04b3887f-fc18-4c1e-8b32-9374658294d1
227 Sullivan St,(212) 353-8888,Dumpling Kingdom,New York,us,40.729671,-73.999616,10012,8b7f4a3a-77f8-4851-a560-0e78dfe2b619
169 Thompson St,(212) 254-3000,ZZ's Clam Bar,New York,us,40.727683,-74.000478,10012,0827f2d0-0bc7-4336-b366-0feeb88e99f6
171 Bleecker St,(212) 432-4155,Bleecker's Finest Deli,New York,us,40.728834,-74.000332,10012,324c3a7a-f463-4065-b090-7eb9ef7bff16
82 W 3rd St,(646) 371-9097,The Madelyn,New York,us,40.729798,-73.998871,10012,264536ee-f4cf-4177-a1bf-d32f48fbca9c
106 W Houston St,(212) 475-9828,Arturo's Coal Oven Restaurant & Pizzeria,New York,us,40.7274,-74.000419,10012,3ac1a519-59d2-44bf-bfbf-54745fe3e220
75 W Houston St,(212) 539-1431,Sicas Pizza,New York,us,40.726765,-73.999542,10012,b0ccf909-bc46-4a9f-944e-5f90feba5e17
18 Waverly Pl,(212) 998-6724,NYU Torch Club,New York,us,40.73027,-73.994667,10003,108690b1-cece-4f21-8a82-d96c14b0eb25
190 Bleecker St,(212) 388-1355,Percy's Pizza,New York,us,40.729147,-74.001462,10012,22983a9f-c521-4394-a4f8-893e7b902901
31 Waverly Pl,(212) 420-5958,Oren's Daily Roast,New York,us,40.730643,-73.995126,10003,0c9d4170-cd40-012e-5616-003048cad9da
95 MacDougal St,(212) 777-2888,Mirch Masala,New York,us,40.729476,-74.001081,10012,46c375d0-4dc3-46fa-9d8a-e59885d67c72
93 MacDougal St,(212) 260-5679,Villaggio Bistro,New York,us,40.72939,-74.001087,10012,23b80243-dfcd-4fa1-9c0c-0ded7af6b19c
19 Waverly Pl,(212) 674-0608,Campus Diner,New York,us,40.730269,-73.994574,10003,143234ec-fd67-41fb-a3e8-d86c54f2f578
136 W Houston St,(201) 290-8682,Benkei Ramen,New York,us,40.727935,-74.001557,10012,41d4693e-1612-4842-a861-14bf1a7241c0
192 Bleecker St,(212) 777-1660,Gus's Place,New York,us,40.729264,-74.00151,10012,407e231d-08fa-4cf7-acc4-8da6bf9a230f
141 Wooster St,(212) 598-4690,Olive's,New York,us,40.725879,-73.99989,10012,113c7480-f24c-4a99-ab3d-7503349de1f7
125 MacDougal St,(212) 254-9393,Groove,New York,us,40.730544,-74.000219,10012,339a615c-97a2-4472-bf5c-28b991a836bb
27 Waverly Pl,(212) 253-9670,Friend's Cafe & Deli,New York,us,40.7304,-73.994884,10003,45ae0d03-70e7-425e-8506-f13494ae52dd
62 Bleecker St,(212) 358-0500,Organic Avenue,New York,us,40.726221,-73.995325,10012,072b4481-0b9e-4ece-8451-ffcf25527e7f
6 W 4th St,(212) 253-5535,Timeout Cafe,New York,us,40.728556,-73.994696,10012,4ae2b15d-c1c7-432e-9ff5-29b37b2227c8
182 Bleecker St,(646) 678-3466,Susanna Pizzeria,New York,us,40.728956,-74.001025,10012,08f3dc63-b02e-4c9c-a0bf-36d52e1e4092
156 Prince St,(212) 334-2371,Le Palais des Ths,New York,us,40.725839,-74.001328,10012,ed34a29b-4342-47b8-9cda-6c71d888853e
156 Bleecker St,,Taqueria Garibaldi,New York,us,40.728528,-73.999769,10012,bf494d1d-8654-4cf0-a8d1-fa5c489e749b
208 Mercer St,(212) 777-5070,Noho Pita Delight,New York,us,40.726709,-73.996758,10012,17eef776-c23e-4e4f-a3e1-aff6db15791b
164 Bleecker St,(212) 677-5915,Jaja Deli,New York,us,40.728742,-74.000232,10012,a926776b-aefc-4b97-b842-0943c011cd11
174 Bleecker St,(212) 470-6064,Old Tbilisi Garden,New York,us,40.728776,-74.0008,10012,59044276-9231-41e3-bf1a-3242c7c1dcd1
645 Broadway,(212) 473-8596,Han's Deli,New York,us,40.726711,-73.995696,10012,59132dfd-b809-4159-9f6b-b0c240242e6e
116 MacDougal St,(212) 260-3000,The Up & Up,New York,us,40.729713,-74.000482,10012,f8fec6ee-4b95-4a5c-8c1e-5be3fa37c1ad
124 Thompson St,(212) 477-8222,M & O Market,New York,us,40.726165,-74.001442,10012,e7a21048-88a8-40e6-a20b-599b43571d77
122 MacDougal St,(212) 254-8569,Macdougal Street Ale House,New York,us,40.729828,-74.000599,10012,cd6584a1-2772-4d4d-9776-c26637e39e42
88 W 3rd St,(212) 677-8050,Quantum Leap Natural Food,New York,us,40.72961,-73.99902,10012,145b8ca4-8166-4f38-812f-9886e9ecf383
506 Laguardia Pl,(212) 982-5854,Bruno Bakery,New York,us,40.727631,-73.999398,10012,5e274814-f63b-4073-9d84-580733e6e898
89 MacDougal St,(212) 460-0900,Tomoka,New York,us,40.728892,-74.001496,10012,f9b461ce-6665-4156-848b-14d3ab3342a1
124 MacDougal St,(251) 366-7777,Imperial Woodpecker Sno-Balls,New York,us,40.730012,-74.000369,10012,2b14fd5a-9b6a-4173-ada9-1cc948d42854
237 Sullivan St,(212) 982-5222,Triona's,New York,us,40.729939,-73.999442,10012,1580f281-3193-42f6-8b2c-69a6344e2d09
164 Bleecker St,(212) 677-5915,Village Clubhouse Deli,New York,us,40.728667,-74.000226,10012,11b6a328-3d0d-4a0e-8f88-30252daa70e7
90 W 3rd St,(212) 529-5353,Baluchi's,New York,us,40.729906,-73.999271,10012,0a55b1e7-d967-4c21-a7bd-3f863d7924fa
195 Bleecker St,(212) 982-6593,Bleecker Delicatessen,New York,us,40.729233,-74.001192,10012,22f949e4-d557-4a60-8a16-ff90768c5a64
133 Greene St,(212) 387-0866,Joan Sherman Decorative Arts,New York,us,40.725645,-73.998966,10012,2acae044-2813-4caf-b27c-7ea77afd9940
123 W 3rd St,(646) 455-0154,Friends Cafe,New York,us,40.730724,-74.000343,10012,5cbc941f-54db-4682-9b6b-5e6262f5144a
222 Thompson St,(212) 387-8239,Cafe Alyss,New York,us,40.729343,-73.998829,10012,6179b727-b7be-4d05-a7ae-62cda7a39788
237 Sullivan St,(212) 673-0050,Googie's,New York,us,40.729768,-73.99956,10012,71b1f800-1e18-012f-0643-0030487f54d8
190 Bleecker St,(212) 505-3701,Tasti D-lite,New York,us,40.729209,-74.001431,10012,de113a20-d829-012e-561a-003048cad9da
496 Laguardia Pl,(212) 228-6008,Five Guys NYC - LaGuardia Pl,New York,us,40.72738,-73.999764,10012,61857b4b-5efd-49b3-8eb1-7ac5dfa44dbe
120 W 3rd St,(212) 473-2002,Tonnie's Minis,New York,us,40.730264,-74.000375,10012,bd9d9dc2-06e7-444a-855a-fb6f71f5c240
82 W 3rd St,(212) 477-1000,Boston Comedy Club,New York,us,40.729765,-73.999055,10012,320e74de-6af2-4eba-bdf3-75301e26050f
206 Sullivan St,(212) 505-8530,Ciao Stella,New York,us,40.729109,-74.000303,10012,279255a1-e663-412e-8f49-86951275c64a
1 University Pl,(212) 677-0044,Space Market,New York,us,40.730763,-73.995263,10003,7bdc029e-ddf4-4e30-a3fb-5d9cc9433de4
99 MacDougal St,(917) 388-2541,La Frite,New York,us,40.729559,-74.000927,10012,5e28aa62-bca3-437f-ad2a-5f0f79eb5548
88 W 3rd St,(212) 777-8808,Swish,New York,us,40.729907,-73.999102,10012,c89029dd-bccf-49e9-8374-d32ac366b298
206 Sullivan St,(212) 475-7775,Senza Gluten,New York,us,40.729054,-74.000258,10012,10127f05-e76c-495d-9232-c54a0e9943b9
27 Waverly Pl,(212) 253-9670,Fruit & Fiber,New York,us,40.730425,-73.995004,10003,983fa6be-dcee-4548-844f-831cc06d0716
620 Broadway,,Little Cupcake Lover Truck,New York,us,40.725817,-73.996345,10012,9f449266-7ec0-451b-bf2d-03970b37e0e1
1 W 3rd St,(212) 674-5991,Cactus Cafe,New York,us,40.728053,-73.9952,10012,206afb41-e2cb-4c20-8916-ff5c0f0b160f
16 Waverly Pl,(212) 475-1722,Poppolinis,New York,us,40.730074,-73.994544,10003,d4b85bf3-8a50-4900-a7af-cc70ad6d53c5
190 Bleecker St,(212) 505-3701,The Original Soupman,New York,us,40.729172,-74.001457,10012,71df6390-bef8-012e-5614-003048cad9da
231 Sullivan St,(212) 777-2188,Gen Sushi,New York,us,40.729686,-73.999351,10012,b5a05009-8b7f-4be5-891c-d8d8b01b033d
106 MacDougal St,(212) 671-1222,Forbidden Fruit,New York,us,40.729506,-74.00088,10012,16cbc3dd-8053-48f7-a699-e1daa19a937b
214 Sullivan St,(212) 477-2782,Lion's Den,New York,us,40.729365,-74.000166,10012,1f56b3d5-496a-449f-80ac-17d8327a31b6
174 Bleecker St,(212) 228-1679,Yokohama,New York,us,40.728814,-74.000773,10012,69a45dd2-17e9-4dc8-bd34-cdc5e5d5d23f
109 MacDougal St,(732) 277-5902,Fantastic Thai,New York,us,40.72987,-74.00079,10012,44f47758-0ff4-44e8-93e2-c4f4309e13d4
25 W Houston St,(212) 219-8162,Jamba Juice,New York,us,40.725772,-73.9981,10012,0b941184-4398-4f5a-bbff-ad81e632c629
17 Waverly Pl,(212) 473-8888,Apple Restaurant & Bombar,New York,us,40.730236,-73.994522,10003,70f482ca-0ce3-48e6-bc48-42d1b2f3c357
64 4th Ave,(646) 486-2185,Mary's Fish Camp,New York,us,40.729279,-73.996239,10003,b99d3729-b15a-4d10-8027-74c9c5f8d4e9
205 Thompson St,(212) 420-0600,205 Thompson Cafe,New York,us,40.728754,-73.999503,10012,029a57cd-2e2b-4d82-a3d3-eb197cbcf560
75 W Houston St,(212) 388-0300,Lucky's Juice Joint,New York,us,40.726598,-73.99956,10012,89eef6e4-4c5e-49ee-a25b-138f0adfae5f
31 Waverly Pl,(212) 706-8569,Crepeaway,New York,us,40.730583,-73.995188,10003,6446c55e-1d60-4a6d-894f-a87cff936540
169 Thompson St,(212) 674-2100,Lobster Club,New York,us,40.727661,-74.000494,10012,2a8dda47-9ef3-4d72-a923-7611af2d40b2
541 Laguardia Pl,(212) 931-9088,100% Modern Organic Eatery,New York,us,40.728553,-73.998528,10012,3af55b62-740d-4e0f-a52c-786445f55dac
123 W 3rd St,(212) 475-4859,J & B Express,New York,us,40.730456,-73.999985,10012,2f34790c-5512-4843-8371-b66b95104f25
159 Bleecker St,(212) 228-0341,Step Up Womens Network,New York,us,40.728675,-73.999863,10012,39094305-9b02-451d-ba51-d562f8e1d110
216 Thompson St,(212) 533-4433,Toto Sushi,New York,us,40.728926,-73.999108,10012,f2dad843-8ec2-4ef0-9ccb-04d7bc73d7ab
1341 177 St,(212) 568-3550,El Pilon Restaurant & Lounge,New York,us,40.730415,-73.99559,10033,ecdcd916-7a58-40f5-bf79-79999cf2f5c3
181 Bleecker St,(212) 982-0810,Taste of India Restaurant,New York,us,40.729078,-74.000756,10012,bd067d31-b224-46da-bd4c-1d540a5d7eea
190 Bleecker St,(212) 777-7188,Indian Creperie,New York,us,40.729155,-74.001481,10012,da21fcda-2077-418b-a61c-3b3ab5035708
218 Sullivan St,(212) 505-1703,Sullivan Room,New York,us,40.729492,-74.000163,10012,9cad6fb0-8a38-012e-5d3f-002590044574
79 Washington Sq E,(212) 995-3443,Violet Cafe,New York,us,40.729691,-73.996284,10003,dcb546a8-7fb8-4392-8ab4-b0c1a4937a14
133 W 3rd St,(212) 254-8828,Beyond Thai Kitchen,New York,us,40.730861,-74.000742,10012,a300a1cb-6001-4398-8990-89355afbbfa6
107 MacDougal St,(212) 529-3808,Village Ma,New York,us,40.72988,-74.000881,10012,83f85667-51c5-4388-b623-9e2702e256d6
541 Laguardia Pl,,Chef Ho Dumpling House,New York,us,40.726399,-73.998918,10012,2c4e263b-6ea8-4423-b524-3d5211b9bb55
627 Broadway,,Time Out NY,New York,us,40.726258,-73.996665,10012,6675a9ba-1bee-4b02-b29a-1ef676e1d065
511 9th Ave,(718) 499-1966,Dizzy's,New York,us,40.72728,-73.99982,10018,9fdb5a1d-7f48-4f65-84e1-9357e032dcb2
128 W Houston St,(212) 674-4080,Cayenne,New York,us,40.727823,-74.001209,10012,7dc8e76e-cf9c-402f-b4d2-a0fafc6c7917
154 Bleecker St,(347) 242-1456,Tacos Hidalgo,New York,us,40.728265,-73.999661,10012,4ac94543-5aa3-481a-a790-a2ed24dc227c
174 Bleecker St,(212) 353-1426,Cascata Restaurant,New York,us,40.728783,-74.000845,10012,0b06fd12-585d-4ed1-84a9-be7f3c41fc44
89 MacDougal St,(212) 777-7521,Sal's Comedy Hole,New York,us,40.729115,-74.001345,10012,89cd453b-ebdc-4ac3-bb4b-c3f1fd3ca348
114 MacDougal St,(212) 475-4300,Cafe 114 Mac Dougal,New York,us,40.729676,-74.000587,10012,50f2a054-0241-4f35-96ec-abb3838dcd08
214 Sullivan St,,One T's Office,New York,us,40.729447,-74.000183,10012,d6540b9d-bcf1-43f3-b3d8-4a39582aa87f
165 Bleecker St,(212) 982-8663,Pizza Booth,New York,us,40.728803,-74.000053,10012,e20025ec-6c2d-493e-bfd3-da0e811891d2
541 Laguardia Pl,(212) 931-0660,Dacha,New York,us,40.72846,-73.99849,10012,3c9a589d-96a7-4274-bde1-cf136fb31d4d
169 Sullivan St,(212) 473-2642,Caffe Lure,New York,us,40.727913,-74.001102,10012,c7ec5997-3f09-4227-8869-c839184faec1
116 MacDougal St,(646) 707-0078,Burning Waters Cantina,New York,us,40.729669,-74.00047,10012,016d24da-9532-4e0d-85a9-5d9cfc91e8f9
611 Broadway,(212) 687-1900,Yushi,New York,us,40.725682,-73.996727,10012,810f5c1e-81c2-4f61-a304-97c15e7b6919
